date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2013-01-01 00:00:00,7.3,3,9.6,0,,,7.5,,1016.4,
2013-01-02 00:00:00,10.1,4.2,14.4,0,,,15.9,,1016,
2013-01-03 00:00:00,5.9,,,,,,13.5,,1016.8,
2013-01-04 00:00:00,3.2,1.3,6.9,0,,,17,,1020,
2013-01-05 00:00:00,2.4,0.5,4.8,0,,,7.3,,1021.2,
2013-01-06 00:00:00,5.6,-1.4,10.3,0,,,7.5,,1016.5,
2013-01-07 00:00:00,5.7,2.1,8.9,0,,,6.9,,1018.5,
2013-01-08 00:00:00,7.2,2.6,11.4,0,,,8.7,,1016.1,
2013-01-09 00:00:00,6.3,4.7,9.4,0,,,7.3,,1012.4,
2013-01-10 00:00:00,5.2,2.9,9.1,0,,,8.8,,1015.9,
2013-01-11 00:00:00,4.8,3,8.9,0,,,11.2,,1024.1,
2013-01-12 00:00:00,4.6,1.2,8.8,0,,,7.7,,1022.6,
2013-01-13 00:00:00,9.2,1.1,13.5,0,,,5.2,,1021,
2013-01-14 00:00:00,3.9,0.8,9.9,,,,14.7,,1007,
2013-01-15 00:00:00,4.2,0.8,7.2,47,,,13.1,,1014.2,
2013-01-16 00:00:00,3.2,2,6,0,,,7.4,,1018.7,
2013-01-17 00:00:00,4.1,-0.2,8.3,0,,,9.6,,1014,
2013-01-18 00:00:00,3.4,0.7,6.2,0,,,13.3,,1016.5,
2013-01-19 00:00:00,5.9,-0.3,9.8,0,,,8.5,,1019.9,
2013-01-20 00:00:00,6,1.8,10.4,0,,,13.5,,1024.9,
2013-01-21 00:00:00,6.7,2.7,9.4,0,,,8.4,,1027.3,
2013-01-22 00:00:00,6.6,3.6,9.3,1,,,9,,1012,
2013-01-23 00:00:00,5.4,,9.5,2,,,9.8,,1015.7,
2013-01-24 00:00:00,6.6,2.5,9.8,3,,,9.6,,1011.4,
2013-01-25 00:00:00,6.1,3.2,13.4,0,,,11.3,,1002.2,
2013-01-26 00:00:00,3.7,0.9,7.4,0,,,12.9,,1003.7,
2013-01-27 00:00:00,4.9,0.8,9.4,0,,,10.5,,1012.4,
2013-01-28 00:00:00,5.7,1.4,10.5,0,,,14.2,,1014.3,
2013-01-29 00:00:00,7.8,2.1,12.4,0,,,11.1,,1021.3,
2013-01-30 00:00:00,7.1,4.4,13.6,0,,,12.7,,1023.4,
2013-01-31 00:00:00,5.9,2.1,9.6,0,,,7.4,,1033.3,
2013-02-01 00:00:00,7.6,2.5,12.2,,,,8.6,,1031.4,
2013-02-02 00:00:00,13.9,12.5,20.9,0,,,14.9,,1014.2,
2013-02-03 00:00:00,9.4,6.8,13.2,0,,,14,,1020.2,
2013-02-04 00:00:00,10.4,6.5,14.8,0,,,9.2,,1012.4,
2013-02-05 00:00:00,8.2,,12.4,0,,,14.2,,1017.5,
2013-02-06 00:00:00,3.1,1.6,4.2,8.9,,,12.2,,1013.5,
2013-02-07 00:00:00,7.7,2.9,12.7,7.1,,,7,,1008.3,
2013-02-08 00:00:00,3.6,2.3,6.9,0,,,18.1,,1010.8,
2013-02-09 00:00:00,4.5,1.4,8.4,0,,,14.8,,1019.6,
2013-02-10 00:00:00,6,1.3,10.4,0,,,8,,1016.8,
2013-02-11 00:00:00,4.3,2.9,9.3,0,,,12.2,,1019,
2013-02-12 00:00:00,4.4,0.9,6.9,0,,,9.2,,1025.3,
2013-02-13 00:00:00,7.7,1.1,12.3,8.4,,,14.5,,1013.5,
