date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2011-01-01 00:00:00,6.9,2.2,10.8,0,,,8,,999.6,
2011-01-02 00:00:00,6.6,4.2,11,0,,,7.8,,1015.2,
2011-01-03 00:00:00,5.9,3.1,9.2,0,,,7.8,,1016.2,
2011-01-04 00:00:00,6.3,3.6,9.8,0,,,11,,1010.2,
2011-01-05 00:00:00,8.2,2.8,11,0,,,12.4,,1011,
2011-01-06 00:00:00,5.1,,10.8,0,,,15,,1007.9,
2011-01-07 00:00:00,4.1,1.9,7.3,0,,,17.3,,1015.1,
2011-01-08 00:00:00,5.7,1,10,0,,,8.4,,1017.9,
2011-01-09 00:00:00,6.4,0.6,12.2,0,,,7.9,,1008.4,
2011-01-10 00:00:00,2.9,1.9,6.1,0,,,18.3,,1012.8,
2011-01-11 00:00:00,4.4,0.5,6.4,0,,,8.7,,1012.9,
2011-01-12 00:00:00,5.1,1.9,9.5,0,,,8.6,,1007.7,
2011-01-13 00:00:00,3.8,2.7,7.7,0,,,13.5,,1016.5,
2011-01-14 00:00:00,3.9,0,7.3,0,,,5.6,,1018.9,
2011-01-15 00:00:00,3.7,0.7,7.4,0,,,7,,1007.1,
2011-01-16 00:00:00,2.4,-1.1,5.9,0,,,13.1,,1001.5,
2011-01-17 00:00:00,5.2,-0.2,11,0,,,10.5,,1011,
2011-01-18 00:00:00,6.1,0.1,10.6,0,,,8.3,,1016.7,
2011-01-19 00:00:00,6.4,1.7,10.6,0,,,7.4,,1014.3,
2011-01-20 00:00:00,5.1,2.2,10.1,0,,,10.5,,1012.3,
2011-01-21 00:00:00,5.1,2.3,8.5,0,,,11.6,,1015.9,
2011-01-22 00:00:00,6.1,2.6,10.4,0,,,7.8,,1015.2,
2011-01-23 00:00:00,5.8,2.4,9.4,0,,,6.8,,1019.4,
2011-01-24 00:00:00,4.9,2.6,8.2,0,,,7.5,,1015,
2011-01-25 00:00:00,6,3,10.2,3.6,,,10.3,,1017.9,
2011-01-26 00:00:00,5.2,1.4,9.7,0,,,8.6,,1018.8,
2011-01-27 00:00:00,5.1,1.5,10.5,0,,,10.7,,1020.9,
2011-01-28 00:00:00,3.8,0.4,8,0,,,11.1,,1021.9,
2011-01-29 00:00:00,4.2,1.4,7.6,0,,,7,,1015.4,
2011-01-30 00:00:00,2.1,1,6.1,0,,,10.3,,1012.7,
2011-01-31 00:00:00,3.3,-1,7.4,0,,,9.1,,1015.1,
2011-02-01 00:00:00,6.8,-0.8,12.7,0,,,8,,1015.7,
2011-02-02 00:00:00,5.8,2.7,9,0,,,8.2,,1021.4,
2011-02-03 00:00:00,8.1,2,11.9,0,,,8.5,,1021,
2011-02-04 00:00:00,8.8,3.8,13.8,0,,,8.1,,1017.8,
2011-02-05 00:00:00,8.3,3.8,11.4,0,,,7.2,,1017.3,
2011-02-06 00:00:00,8.2,5.7,12.2,0,,,7.6,,1016.4,
2011-02-07 00:00:00,7.8,4.5,13.8,0,,,13.3,,1008.5,
2011-02-08 00:00:00,4.9,4.5,7.8,0,,,10.1,,1011.9,
2011-02-09 00:00:00,5.9,1.2,9.1,6.1,,,9.2,,1005.9,
2011-02-10 00:00:00,6.1,,9.6,0.5,,,12.4,,1013.8,
2011-02-11 00:00:00,1.2,1,1.7,2,,,8.8,,1015.7,
2011-02-12 00:00:00,2.2,1,3.9,8.9,,,10.2,,1006.9,
2011-02-13 00:00:00,5.1,-0.2,8.7,2.5,,,10.4,,1016.1,
2011-02-14 00:00:00,3.1,0.5,6.6,0,,,8.1,,1020.6,
2011-02-15 00:00:00,5.4,0.3,10.3,23.6,,,11.2,,1018.7,
2011-02-16 00:00:00,7.9,1.6,12.2,0,,,8.2,,1026.8,
2011-02-17 00:00:00,10.7,5.6,14.6,0,,,10,,1019.5,
2011-02-18 00:00:00,7.9,5.7,14.5,76.5,,,18.1,,1006,
2011-02-19 00:00:00,6.4,3.7,8.7,0,,,11.3,,1021.5,
2011-02-20 00:00:00,7.3,5,9.1,0,,,8.8,,1022.8,
2011-02-21 00:00:00,6.2,5.2,9.9,1,,,13.6,,1024.2,
2011-02-22 00:00:00,6.8,3.1,11.2,0,,,9.8,,1026.3,
2011-02-23 00:00:00,9.7,3.9,13,0,,,9,,1027.3,
2011-02-24 00:00:00,12.1,8,14.2,0,,,8.9,,1022.5,
2011-02-25 00:00:00,12.1,7.6,20.8,0,,,16.5,,1014.3,
2011-02-26 00:00:00,7.3,3.8,10.8,0,,,15.3,,1028.4,
2011-02-27 00:00:00,10.9,4.1,18.7,0,,,8.4,,1023.4,
2011-02-28 00:00:00,4.2,2.3,5.2,17,,,11.5,,1016.6,
2011-03-01 00:00:00,6.3,3.8,7.8,13,,,7.5,,1009.8,
2011-03-02 00:00:00,5.6,3.4,10.3,10.4,,,9.9,,1004.5,
2011-03-03 00:00:00,4.3,1.8,8.1,0,,,16.6,,1010.7,
2011-03-04 00:00:00,4.9,1.9,8.3,0,,,15.7,,1013.5,
2011-03-05 00:00:00,7.8,1.6,11.5,0,,,11.3,,1019.6,
2011-03-06 00:00:00,10.2,2.9,15,0,,,6.9,,1012.6,
2011-03-07 00:00:00,4.8,1.3,9.3,,,,8.5,,1006.8,
2011-03-08 00:00:00,7.2,2.6,10,13,,,6.1,,1011.4,
2011-03-09 00:00:00,7.1,4,12,0,,,12.5,,1012.5,
2011-03-10 00:00:00,6.3,2.7,10,0,,,11.8,,1016.4,
2011-03-11 00:00:00,6.6,3.2,11.3,0,,,12.6,,1014.9,
2011-03-12 00:00:00,9.2,2.3,12.9,0,,,10.1,,1022,
2011-03-13 00:00:00,11.9,5.2,15.9,0,,,8.5,,1020.7,
2011-03-14 00:00:00,14.9,6.7,20.2,0,,,12.8,,1014.5,
2011-03-15 00:00:00,9.7,9.7,11.8,0,,,10.4,,1008.6,
2011-03-16 00:00:00,5.8,3.9,13,0,,,17.3,,1001.8,
2011-03-17 00:00:00,4.7,1.9,8.9,0,,,19.3,,1013.6,
2011-03-18 00:00:00,8.1,1.2,10.1,0,,,13.4,,1023.2,
2011-03-19 00:00:00,13,6.7,18.2,0,,,11.4,,1017.3,
2011-03-20 00:00:00,14.1,9.5,17,0,,,12.4,,1014.2,
2011-03-21 00:00:00,7.9,7.4,9.9,5.6,,,10.4,,1010.6,
2011-03-22 00:00:00,6.8,5.7,7.6,25.4,,,7.3,,1012.9,
2011-03-23 00:00:00,5.4,3.3,10,3,,,10.2,,1015.5,
2011-03-24 00:00:00,5.7,2.7,8.1,1,,,8,,1019.5,
2011-03-25 00:00:00,8.7,3.5,13.4,0,,,11.8,,1016.7,
2011-03-26 00:00:00,6.6,4.6,11.6,0,,,18.8,,1015,
2011-03-27 00:00:00,7.8,2.9,12,0,,,10.3,,1023,
2011-03-28 00:00:00,9.2,4.4,12.7,0,,,9.5,,1026,
2011-03-29 00:00:00,11.6,5.2,15.3,0,,,9.2,,1021.8,
2011-03-30 00:00:00,10.8,7.3,16.5,0,,,10.6,,1016.6,
2011-03-31 00:00:00,10.1,5.8,15.5,0,,,9.6,,1017.6,
2011-04-01 00:00:00,12.2,6.6,15.7,0,,,12.1,,1021.7,
2011-04-02 00:00:00,12.6,9.4,18.4,0,,,7.5,,1013.4,
2011-04-03 00:00:00,7.4,7.1,8.9,0,,,12.5,,1017.1,
2011-04-04 00:00:00,8.6,6.1,13.9,0,,,12.4,,1020.4,
2011-04-05 00:00:00,11.3,4.3,15.4,0,,,8.7,,1024.7,
2011-04-06 00:00:00,14.8,7.7,19.1,0,,,10.9,,1025.7,
2011-04-07 00:00:00,16.9,10.3,20.6,0,,,14.4,,1024.1,
2011-04-08 00:00:00,17.4,15.5,18.7,0,,,26.8,,1018.6,
2011-04-09 00:00:00,14.3,13,18,0,,,18.2,,1016.6,
2011-04-10 00:00:00,14.2,10.3,17.7,0.5,,,11.4,,1016.3,
2011-04-11 00:00:00,12.2,9.4,19.3,0,,,8.9,,1008.6,
2011-04-12 00:00:00,11.6,7.7,15.7,12.4,,,16.3,,1014.1,
2011-04-13 00:00:00,15.6,7.1,20.5,0,,,10.8,,1014,
2011-04-14 00:00:00,17.6,11.1,22.1,0,,,9.4,,1011.9,
2011-04-15 00:00:00,18.9,13.7,22.5,0,,,18.6,,1008.4,
2011-04-16 00:00:00,16.6,14,24.6,0,,,15.7,,1004.8,
2011-04-17 00:00:00,14.4,9.6,17.6,0,,,13.3,,1012.2,
2011-04-18 00:00:00,14.3,12.7,17.4,0,,,11.1,,1007.5,
2011-04-19 00:00:00,9.4,7.6,18.1,21.6,,,12.6,,1001.6,
2011-04-20 00:00:00,11.6,6.5,16.7,1.5,,,9.9,,1011.6,
2011-04-21 00:00:00,13.2,8.8,16.2,0,,,8.3,,1021.7,
2011-04-22 00:00:00,16.7,11.4,18.8,0,,,10.7,,1018.6,
2011-04-23 00:00:00,16.2,15,17.9,30,,,20.7,,1008.8,
2011-04-24 00:00:00,15.1,12.1,20,23.9,,,13.5,,1003.8,
2011-04-25 00:00:00,15.3,10.9,20.1,0,,,9.5,,1008.6,
2011-04-26 00:00:00,18.1,11.3,21,0,,,11,,1012.5,
2011-04-27 00:00:00,20.2,14.9,24.4,0,,,25,,1005.8,
2011-04-28 00:00:00,17.8,,24.8,6.1,,,18.9,,997.4,
2011-04-29 00:00:00,15.2,12,19.1,0,,,11.2,,1011.4,
2011-04-30 00:00:00,19.5,12.3,22.2,0,,,15.6,,1016.6,
2011-05-01 00:00:00,17.7,15.4,21.1,0,,,20.1,,1006.7,
2011-05-02 00:00:00,19.2,15.2,24.2,2,,,10.9,,1006.2,
2011-05-03 00:00:00,15.3,13.7,18.2,0,,,7.5,,1012.2,
2011-05-04 00:00:00,17.7,13.3,21.7,6.1,,,10.9,,1011.5,
2011-05-05 00:00:00,14.3,13.4,16.6,0,,,11,,1017.9,
2011-05-06 00:00:00,17.3,12.4,19.6,0,,,8,,1021.6,
2011-05-07 00:00:00,17,16.2,18.3,,,,6,,1014.2,
2011-05-08 00:00:00,21,14.5,25.9,1,,,8.8,,1008.7,
2011-05-09 00:00:00,19.7,15.7,22.9,,,,12.2,,1013.8,
2011-05-10 00:00:00,20.7,18.9,27.2,0,,,9.3,,1004,
