date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-01 00:00:00,4.2,-0.6,9.8,,,,6.5,,1013,
2021-01-02 00:00:00,4.8,0.7,9.6,,,,7.2,,1016.1,
2021-01-03 00:00:00,3.8,0.2,7.5,,,,5.3,,1021.9,
2021-01-04 00:00:00,5.9,1.9,10.5,,,,6.4,,1023.5,
2021-01-05 00:00:00,6.1,3.3,9.2,,,,6.6,,1019.3,
2021-01-06 00:00:00,5.4,4.2,7.5,,,,8,,1013.8,
2021-01-07 00:00:00,6.1,2.5,12.2,,,,13.9,,1004.3,
2021-01-08 00:00:00,1.3,-1.5,6.5,0,,,8.3,,1007.8,
2021-01-09 00:00:00,2.8,-1.1,8.1,,,,7.6,,1009,
2021-01-10 00:00:00,2.5,-1.9,7.8,,,,6.6,,1015.9,
2021-01-11 00:00:00,2.3,-0.7,6.1,,,,7.5,,1022.5,
2021-01-12 00:00:00,3.5,1.6,5.3,,,,8.6,,1016,
2021-01-13 00:00:00,5.6,-0.4,11.9,,,,6.2,,1014.1,
2021-01-14 00:00:00,7.8,1.5,14.5,,,,7,,1017.4,
2021-01-15 00:00:00,6.6,5.4,7.5,,,,7.7,,1022.6,
2021-01-16 00:00:00,10,4.6,18.3,,,,10.1,,1012,
2021-01-17 00:00:00,6.2,4.5,7.8,,,,7.5,,1015,
2021-01-18 00:00:00,4.3,1.1,7.8,,,,7.1,,1013.5,
2021-01-19 00:00:00,4.5,1.1,9,,,,14.3,,1016.7,
2021-01-20 00:00:00,3.9,0.7,9.2,,,,10.3,,1028.4,
2021-01-21 00:00:00,5.6,-0.3,10.7,0,,,6.4,,1025.6,
2021-01-22 00:00:00,8.4,1.8,15.4,,,,5.1,,1017.9,
2021-01-23 00:00:00,6.7,2.8,10,,,,10.9,,1021,
2021-01-24 00:00:00,4.2,2.3,6.4,,,,13.3,,1021.1,
2021-01-25 00:00:00,7.5,3.9,12.7,,,,6.8,,1025.5,
2021-01-26 00:00:00,7.5,3.1,11,,,,6.2,,1024.3,
2021-01-27 00:00:00,10.3,6.4,15.8,,,,8.6,,1012.8,
2021-01-28 00:00:00,4.6,1.3,7.8,,,,8.4,,1013.2,
2021-01-29 00:00:00,5.4,1.6,9.9,,,,11.1,,1003.5,
2021-01-30 00:00:00,4.1,1,8.7,,,,10.4,,1017.2,
2021-01-31 00:00:00,5.3,0.1,11.1,,,,9.3,,1024.9,
2021-02-01 00:00:00,6.8,2.2,13.4,,,,9.4,,1024.1,
2021-02-02 00:00:00,9.2,4.4,14.9,,,,12,,1007.3,
2021-02-03 00:00:00,6.2,1.6,11.2,,,,7.5,,1014.4,
2021-02-04 00:00:00,7,1.5,12.3,,,,10.6,,1013.5,
2021-02-05 00:00:00,7,2.7,10.9,,,,8.9,,1018.2,
2021-02-06 00:00:00,8.9,4.5,13.9,,,,5.5,,1013.3,
2021-02-07 00:00:00,9.9,5.1,15.8,,,,8.2,,1010.3,
2021-02-08 00:00:00,6.2,3.3,10.1,,,,10.3,,1011,
2021-02-09 00:00:00,4.7,1.3,9.5,,,,13.9,,1017.2,
2021-02-10 00:00:00,6.6,2,11.6,,,,8.2,,1017.7,
2021-02-11 00:00:00,8.4,3.5,13.4,,,,13.3,,1019.4,
2021-02-12 00:00:00,7.9,4.5,11.8,,,,7.8,,1027.1,
2021-02-13 00:00:00,10.4,6,14.8,,,,8.3,,1027.7,
2021-02-14 00:00:00,12.1,7,17.3,,,,10.6,,1021,
2021-02-15 00:00:00,11.5,8.8,13.4,,,,10.4,,997,
2021-02-16 00:00:00,10.8,6.5,15.9,,,,11.3,,998.5,
2021-02-17 00:00:00,7.8,3.3,12.7,,,,14,,998.1,
2021-02-18 00:00:00,4.3,-0.3,9,,,,9.8,,1004.6,
2021-02-19 00:00:00,6.7,1.5,12,,,,12.1,,1012.5,
2021-02-20 00:00:00,9.4,3,15.3,,,,11.5,,1008.3,
2021-02-21 00:00:00,13.9,8.2,19.8,,,,8.9,,1010.2,
2021-02-22 00:00:00,14.8,8.5,21.2,,,,10,,1009.1,
2021-02-23 00:00:00,11.4,5.8,14.8,,,,16.8,,1009.8,
2021-02-24 00:00:00,6.5,3.4,11.1,,,,16.1,,1019.8,
2021-02-25 00:00:00,6.4,2,11.1,,,,10.8,,1023.7,
2021-02-26 00:00:00,8.8,6.2,11.7,,,,10.2,,1020.4,
2021-02-27 00:00:00,5.8,3.2,9.2,,,,12.9,,1027.1,
2021-02-28 00:00:00,6.4,0.8,12.2,,,,8.6,,1033.7,
2021-03-01 00:00:00,11.5,4.8,18.1,,,,11.8,,1024.9,
2021-03-02 00:00:00,13.7,8.1,19.3,,,,20.4,,1009,
2021-03-03 00:00:00,7.5,4.1,10.9,,,,16.9,,1024.8,
2021-03-04 00:00:00,8.8,2.6,13.9,,,,8.6,,1031.9,
2021-03-05 00:00:00,11.8,8.9,16.6,,,,5.2,,1024.1,
2021-03-06 00:00:00,13.8,9.6,20.5,,,,8.3,,1017.8,
2021-03-07 00:00:00,8,6.2,10.4,,,,10.5,,1026.6,
2021-03-08 00:00:00,6.6,5.3,7.5,,,,9.3,,1024.7,
2021-03-09 00:00:00,9.5,5.9,13.2,,,,7.5,,1024.2,
2021-03-10 00:00:00,12.1,7.8,19.3,,,,12.4,,1019.7,
2021-03-11 00:00:00,9.8,4.7,14.6,,,,8.3,,1027.7,
2021-03-12 00:00:00,12.6,8.1,17,,,,6.6,,1024,
2021-03-13 00:00:00,11.3,9.6,13.8,,,,11.6,,1009.3,
2021-03-14 00:00:00,12.6,8.4,17.2,,,,20.3,,1006.7,
2021-03-15 00:00:00,12.9,8.4,18.7,,,,14.2,,1013.7,
2021-03-16 00:00:00,14.4,7.8,21.3,,,,10.3,,1009.2,
2021-03-17 00:00:00,13.9,9.6,19.2,,,,13.4,,1011.4,
2021-03-18 00:00:00,12,7.3,16.4,,,,9.8,,1018.5,
2021-03-19 00:00:00,13,9.6,16.9,,,,9.7,,1019.7,
2021-03-20 00:00:00,14,10.9,17.9,,,,6.9,,1020.1,
2021-03-21 00:00:00,16.7,13.1,19.7,,,,18.5,,1006.8,
2021-03-22 00:00:00,12.4,7.7,15,,,,12.5,,1007.1,
2021-03-23 00:00:00,10.7,5.7,15,,,,10.7,,1020.2,
2021-03-24 00:00:00,13.6,7,19.7,,,,12.8,,1023.5,
2021-03-25 00:00:00,14.5,12,17.8,,,,10.5,,1018.6,
2021-03-26 00:00:00,14.5,10.5,20.6,,,,12.4,,1015.3,
